tipoOiv_v2,fechaConcertacion,grano,fechaEntregaHasta,PrecioUSD_fecha_concertacion,PrecioUSD_fecha_entrega_hasta
Precio Hecho,2025-05-06,Maiz,2025-05-06,187.19,192.79
Precio Hecho,2025-05-06,Maiz,2025-05-06,187.19,187.19
Precio Hecho,2025-05-06,Maiz,2025-05-06,192.79,192.79
Precio Hecho,2025-05-06,Maiz,2025-05-06,192.79,187.19
Precio Hecho,2025-05-06,Maiz,2025-05-06,187.19,192.79
Precio Hecho,2025-05-06,Maiz,2025-05-06,187.19,187.19
Precio Hecho,2025-05-05,Maiz,2025-05-05,188.58,188.58
Precio Hecho,2025-05-05,Maiz,2025-05-05,188.58,184.17
Precio Hecho,2025-05-05,Maiz,2025-05-05,184.17,188.58
Precio Hecho,2025-05-05,Maiz,2025-05-05,184.17,184.17
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,195.98
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,195.98
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,195.98
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,195.98
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,196.82,195.98
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,196.82
Precio Hecho,2025-05-06,Trigo,2025-05-06,195.98,195.98
Precio Hecho,2025-05-07,Trigo,2025-05-07,195.42,195.42
Precio Hecho,2025-05-07,Trigo,2025-05-07,195.42,196.44
Precio Hecho,2025-05-07,Trigo,2025-05-07,196.44,195.42
Precio Hecho,2025-05-07,Trigo,2025-05-07,196.44,196.44
Precio Hecho,2025-05-07,Trigo,2025-05-07,195.42,195.42
Precio Hecho,2025-05-07,Trigo,2025-05-07,195.42,196.44
Precio Hecho,2025-05-07,Trigo,2025-05-07,196.44,195.42
Precio Hecho,2025-05-07,Trigo,2025-05-07,196.44,196.44
Precio a Fijar,2025-05-07,Soja,2025-06-06,266.85,267.95
Precio a Fijar,2025-05-07,Soja,2025-06-06,266.85,267.95
Precio a Fijar,2025-05-07,Soja,2025-06-06,266.85,271.02
Precio a Fijar,2025-05-07,Soja,2025-06-06,269.57,267.95
Precio a Fijar,2025-05-07,Soja,2025-06-06,269.57,267.95
Precio a Fijar,2025-05-07,Soja,2025-06-06,269.57,271.02
Precio a Fijar,2025-05-08,Soja,2025-06-30,267.82,272.95
Precio a Fijar,2025-05-08,Soja,2025-06-30,267.82,266.39
Precio a Fijar,2025-05-08,Soja,2025-06-30,269.3,272.95
Precio a Fijar,2025-05-08,Soja,2025-06-30,269.3,266.39
Precio Hecho,2025-05-08,Soja,2025-05-20,267.82,272.71
Precio Hecho,2025-05-08,Soja,2025-05-20,267.82,275.71
Precio Hecho,2025-05-08,Soja,2025-05-20,269.3,272.71
Precio Hecho,2025-05-08,Soja,2025-05-20,269.3,275.71
Precio Hecho,2025-05-08,Maiz,2025-07-15,183.12,170.28
Precio Hecho,2025-05-08,Maiz,2025-07-15,183.12,173.02
Precio Hecho,2025-05-08,Trigo,2025-05-15,198.38,188.5
Precio Hecho,2025-05-08,Trigo,2025-05-15,198.38,197.28
Precio Hecho,2025-05-08,Soja,2025-06-06,267.82,267.95
Precio Hecho,2025-05-08,Soja,2025-06-06,267.82,267.95
Precio Hecho,2025-05-08,Soja,2025-06-06,267.82,271.02
Precio Hecho,2025-05-08,Soja,2025-06-06,269.3,267.95
Precio Hecho,2025-05-08,Soja,2025-06-06,269.3,267.95
Precio Hecho,2025-05-08,Soja,2025-06-06,269.3,271.02
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Maiz,2025-05-15,183.12,181.55
Precio Hecho,2025-05-08,Maiz,2025-05-15,183.12,185.41
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio a Fijar,2025-05-07,Maiz,2025-05-08,183.52,183.12
Precio a Fijar,2025-05-07,Maiz,2025-05-08,188.48,183.12
Precio a Fijar,2025-05-07,Maiz,2025-05-08,186.83,183.12
Precio Hecho,2025-05-05,Soja,2025-05-05,258.33,258.33
Precio Hecho,2025-05-05,Soja,2025-05-05,258.33,256.67
Precio Hecho,2025-05-05,Soja,2025-05-05,256.67,258.33
Precio Hecho,2025-05-05,Soja,2025-05-05,256.67,256.67
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,184.17
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,184.17
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,269.57
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,269.57
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,269.57
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,269.57
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,190.48
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,198.42
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,190.48
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,198.42
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,190.48
Precio Hecho,2025-05-08,Trigo,2025-05-09,198.38,198.42
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio a Fijar,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-05,Maiz,2025-05-05,188.58,188.58
Precio Hecho,2025-05-05,Maiz,2025-05-05,188.58,184.17
Precio Hecho,2025-05-05,Maiz,2025-05-05,184.17,188.58
Precio Hecho,2025-05-05,Maiz,2025-05-05,184.17,184.17
Precio Hecho,2025-05-08,Maiz,2025-05-09,183.12,178.57
Precio Hecho,2025-05-08,Maiz,2025-05-09,183.12,182.22
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,267.82,272.89
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.82
Precio Hecho,2025-05-08,Soja,2025-05-09,269.3,272.89
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-05-05,Soja,2025-05-19,258.33,272.24
Precio Hecho,2025-05-05,Soja,2025-05-19,258.33,273.88
Precio Hecho,2025-05-05,Soja,2025-05-19,256.67,272.24
Precio Hecho,2025-05-05,Soja,2025-05-19,256.67,273.88
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-30,267.82,269.36
Precio Hecho,2025-05-08,Soja,2025-05-30,269.3,269.36
Precio Hecho,2025-05-08,Trigo,2025-05-15,198.38,188.5
Precio Hecho,2025-05-08,Trigo,2025-05-15,198.38,197.28
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-07,Soja,2025-06-06,266.85,267.95
Precio Hecho,2025-05-07,Soja,2025-06-06,266.85,267.95
Precio Hecho,2025-05-07,Soja,2025-06-06,266.85,271.02
Precio Hecho,2025-05-07,Soja,2025-06-06,269.57,267.95
Precio Hecho,2025-05-07,Soja,2025-06-06,269.57,267.95
Precio Hecho,2025-05-07,Soja,2025-06-06,269.57,271.02
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,270.65
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,270.65
Precio a Fijar,2025-05-08,Soja,2025-05-12,267.82,276.78
Precio a Fijar,2025-05-08,Soja,2025-05-12,267.82,273.85
Precio a Fijar,2025-05-08,Soja,2025-05-12,269.3,276.78
Precio a Fijar,2025-05-08,Soja,2025-05-12,269.3,273.85
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,267.82,272.09
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,267.87
Precio Hecho,2025-05-08,Soja,2025-05-26,269.3,272.09
Precio Hecho,2025-05-08,Soja,2025-05-27,267.82,267.9
Precio Hecho,2025-05-08,Soja,2025-05-27,267.82,271.63
Precio Hecho,2025-05-08,Soja,2025-05-27,269.3,267.9
Precio Hecho,2025-05-08,Soja,2025-05-27,269.3,271.63
Precio Hecho,2025-05-08,Soja,2025-05-27,267.82,267.9
Precio Hecho,2025-05-08,Soja,2025-05-27,267.82,271.63
Precio Hecho,2025-05-08,Soja,2025-05-27,269.3,267.9
Precio Hecho,2025-05-08,Soja,2025-05-27,269.3,271.63
Precio Hecho,2025-05-08,Soja,2025-05-28,267.82,267.24
Precio Hecho,2025-05-08,Soja,2025-05-28,269.3,267.24
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-28,267.82,267.24
Precio Hecho,2025-05-08,Soja,2025-05-28,269.3,267.24
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,270.65
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,270.65
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,267.82,270.65
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,267.86
Precio Hecho,2025-05-08,Soja,2025-05-15,269.3,270.65
Precio Hecho,2025-05-08,Maiz,2025-05-08,183.12,183.12
Precio Hecho,2025-04-29,Maiz,2025-04-29,197.42,197.42
Precio Hecho,2025-04-29,Maiz,2025-04-29,197.42,195.71
Precio Hecho,2025-04-29,Maiz,2025-04-29,195.71,197.42
Precio Hecho,2025-04-29,Maiz,2025-04-29,195.71,195.71
Precio a Fijar,2025-04-22,Soja,2025-05-22,275.82,273.01
Precio a Fijar,2025-04-22,Soja,2025-05-22,275.82,276.53
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-07,Trigo,2025-05-14,195.42,197.88
Precio Hecho,2025-05-07,Trigo,2025-05-14,196.44,197.88
Precio Hecho,2025-05-08,Maiz,2025-05-15,183.12,181.55
Precio Hecho,2025-05-08,Maiz,2025-05-15,183.12,185.41
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,167.72
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,167.72
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,167.72
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,183.52,167.72
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,188.48,167.72
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,168.73
Precio Hecho,2025-05-07,Maiz,2025-06-30,186.83,167.72
Precio Hecho,2025-05-07,Maiz,2025-07-15,183.52,170.28
Precio Hecho,2025-05-07,Maiz,2025-07-15,183.52,173.02
Precio Hecho,2025-05-07,Maiz,2025-07-15,188.48,170.28
Precio Hecho,2025-05-07,Maiz,2025-07-15,188.48,173.02
Precio Hecho,2025-05-07,Maiz,2025-07-15,186.83,170.28
Precio Hecho,2025-05-07,Maiz,2025-07-15,186.83,173.02
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Trigo,2025-05-08,198.38,198.38
Precio Hecho,2025-05-08,Trigo,2025-05-27,198.38,197.66
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,266.85,269.57
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,266.85
Precio Hecho,2025-05-07,Soja,2025-05-07,269.57,269.57
Precio a Fijar,2025-04-07,Soja,2025-05-07,288.1,266.85
Precio a Fijar,2025-04-07,Soja,2025-05-07,288.1,269.57
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,267.82
Precio Hecho,2025-05-08,Soja,2025-05-08,269.3,269.3
Precio Hecho,2025-05-08,Soja,2025-05-08,267.82,267.82
